Date,Team,Opponent,Result,Score,Opponent Score,HomeTeamAdvantage,PrevWeekBYE,RunningAvgScore,Wins,Losses,Home_Win_Rate,Away_Win_Rate
2023-11-11,84,87,W,48,45,1,0,23.8,5,5,0.5,0.5
2023-11-11,87,84,L,45,48,0,0,21.4,3,7,0.6,0.0
2023-11-11,85,133,W,44,7,1,0,34.0,6,4,0.6666666666666666,0.5
2023-11-11,133,85,L,7,44,0,0,16.6,2,8,0.5,0.0
2023-11-11,86,154,W,0,0,1,0,29.1,8,2,0.8,0.8
2023-11-11,154,86,L,0,0,0,0,8.4,0,10,0.0,0.0
2023-11-11,88,252,W,27,6,1,0,13.9,1,9,0.2,0.0
2023-11-11,252,88,L,6,27,0,0,13.2,0,10,0.0,0.0
2023-11-11,89,177,W,22,0,1,0,18.8,8,2,0.8333333333333334,0.75
2023-11-11,177,89,L,0,22,0,0,24.1,6,4,0.8333333333333334,0.25
2023-11-11,93,229,W,44,6,1,0,34.3,10,0,1.0,1.0
2023-11-11,229,93,L,6,44,0,0,16.7,1,9,0.0,0.2
2023-11-11,94,217,L,13,16,1,0,32.7,7,3,0.8333333333333334,0.5
2023-11-11,217,94,W,16,13,0,0,29.1,5,5,0.6,0.4
2023-11-11,101,141,L,24,37,0,0,22.5,5,5,0.6,0.4
2023-11-11,141,101,W,37,24,1,0,24.6,6,4,0.6,0.6
2023-11-11,103,161,W,38,10,1,0,39.0,10,0,1.0,1.0
2023-11-11,161,103,L,10,38,0,0,23.0,4,6,0.6,0.2
2023-11-11,105,245,W,49,14,1,0,19.3,4,6,0.5,0.3333333333333333
2023-11-11,245,105,L,14,49,0,0,14.4,3,7,0.5,0.1666666666666666
2023-11-11,107,182,L,27,42,1,0,26.727272727272727,3,8,0.3333333333333333,0.2
2023-11-11,182,107,W,42,27,0,0,19.4,2,8,0.25,0.1666666666666666
2023-11-11,112,136,W,13,10,0,0,28.9,6,4,0.6666666666666666,0.5
2023-11-11,136,112,L,10,13,1,0,18.9,5,5,0.6666666666666666,0.25
2023-11-11,116,183,W,28,21,1,0,27.272727272727277,8,3,0.8,0.6666666666666666
2023-11-11,183,116,L,21,28,0,1,29.2,5,5,0.6,0.4
2023-11-11,120,158,L,3,38,0,0,16.7,3,7,0.5,0.0
2023-11-11,158,120,W,38,3,1,0,33.3,10,0,1.0,1.0
2023-11-11,121,165,W,24,15,0,0,39.0,10,0,1.0,1.0
2023-11-11,165,121,L,15,24,1,0,37.7,8,2,0.8333333333333334,0.75
2023-11-11,123,172,L,30,49,0,0,22.5,5,5,0.6666666666666666,0.25
2023-11-11,172,123,W,49,30,1,0,23.7,3,7,0.3333333333333333,0.25
2023-11-11,124,212,L,10,51,0,0,21.4,4,6,0.5,0.25
2023-11-11,212,124,W,51,10,1,0,34.2,6,4,0.8333333333333334,0.25
2023-11-11,126,153,W,35,16,1,0,31.1,4,6,0.6,0.2
2023-11-11,153,126,L,16,35,0,0,26.1,6,4,0.75,0.5
2023-11-11,127,211,W,36,7,1,0,32.8,8,2,0.8333333333333334,0.75
2023-11-11,211,127,L,7,36,0,0,32.0,7,3,1.0,0.4
2023-11-11,128,138,L,24,31,1,0,35.7,4,6,0.6,0.2
2023-11-11,138,128,W,31,24,0,0,36.8,5,5,0.5,0.5
2023-11-11,129,168,W,34,10,0,0,29.9,9,1,1.0,0.8
2023-11-11,168,129,L,10,34,1,0,34.5,4,6,0.6,0.2
2023-11-11,132,189,W,20,17,0,0,17.11111111111111,4,5,0.25,0.6
2023-11-11,189,132,L,17,20,1,0,22.4,4,6,0.6,0.2
2023-11-11,134,246,W,26,6,0,0,24.8,7,3,0.6666666666666666,0.75
2023-11-11,246,134,L,6,26,1,0,20.5,4,6,0.5,0.25
2023-11-11,135,224,W,31,6,1,0,19.666666666666668,4,5,0.6,0.25
2023-11-11,224,135,L,6,31,0,0,28.3,3,7,0.6,0.0
2023-11-11,137,236,L,24,41,0,0,18.2,2,8,0.2,0.2
2023-11-11,236,137,W,41,24,1,0,35.5,5,5,0.6,0.4
2023-11-11,140,253,W,38,29,0,0,28.727272727272727,8,3,0.8,0.6666666666666666
2023-11-11,253,140,L,29,38,1,0,28.9,5,5,0.6,0.4
2023-11-11,144,173,L,24,31,0,0,16.3,1,9,0.0,0.1666666666666666
2023-11-11,173,144,W,31,24,1,1,28.8,6,4,0.8,0.4
2023-11-11,147,190,L,10,14,0,0,32.0,6,4,1.0,0.2
2023-11-11,190,147,W,14,10,1,0,21.3,8,2,0.8333333333333334,0.75
2023-11-11,148,194,W,34,10,1,0,34.9,7,3,0.8333333333333334,0.5
2023-11-11,194,148,L,10,34,0,0,24.2,6,4,0.5,0.6666666666666666
2023-11-11,150,151,W,28,7,1,0,25.4,4,6,0.6,0.2
2023-11-11,151,150,L,7,28,0,0,13.1,0,10,0.0,0.0
2023-11-11,155,256,W,24,10,0,0,20.5,5,5,0.8,0.2
2023-11-11,256,155,L,10,24,1,0,22.2,5,5,0.5,0.5
2023-11-11,159,250,W,59,20,1,0,41.8,8,2,1.0,0.6
2023-11-11,250,159,L,20,59,0,0,30.3,6,4,0.8,0.4
2023-11-11,160,227,L,3,45,0,0,27.9,7,3,0.8333333333333334,0.5
2023-11-11,227,160,W,45,3,1,0,34.0,5,5,0.6,0.4
2023-11-11,163,232,W,36,27,1,0,46.3,9,1,1.0,0.75
2023-11-11,232,163,L,27,36,0,0,43.81818181818182,7,4,0.6666666666666666,0.6
2023-11-11,164,200,W,62,17,1,0,37.9,8,2,1.0,0.6
2023-11-11,200,164,L,17,62,0,0,20.9,3,7,0.0,0.6
2023-11-11,167,205,L,13,28,0,0,19.9,2,8,0.4,0.0
2023-11-11,205,167,W,28,13,0,0,24.9,5,5,0.6,0.4
2023-11-11,169,195,W,27,21,0,0,19.9,5,5,0.6666666666666666,0.4285714285714285
2023-11-11,195,169,L,21,27,1,0,22.8,5,5,0.5,0.5
2023-11-11,171,259,L,28,36,1,0,18.444444444444443,4,5,0.4,0.5
2023-11-11,259,171,W,36,28,0,0,30.666666666666668,6,3,0.5,1.0
2023-11-11,174,235,L,14,34,0,0,31.1,4,6,0.5,0.25
2023-11-11,235,174,W,34,14,1,0,31.5,7,3,0.8,0.6
2023-11-11,178,213,W,52,14,0,0,26.2,3,7,0.25,0.3333333333333333
2023-11-11,213,178,L,14,52,1,0,15.9,1,9,0.25,0.0
2023-11-11,185,199,L,14,20,1,0,20.6,3,7,0.3333333333333333,0.25
2023-11-11,199,185,W,20,14,0,1,24.9,7,3,1.0,0.5
2023-11-11,188,241,W,47,6,1,0,28.8,4,6,0.8,0.0
2023-11-11,241,188,L,6,47,0,0,22.727272727272727,2,9,0.3333333333333333,0.0
2023-11-11,191,260,W,34,0,0,0,37.9,10,0,1.0,1.0
2023-11-11,260,191,L,0,34,1,0,31.4,6,4,0.8333333333333334,0.25
2023-11-11,192,208,W,27,23,1,0,30.1,5,5,0.6,0.4
2023-11-11,208,192,L,23,27,0,0,20.8,3,7,0.5,0.0
2023-11-11,193,233,L,14,41,0,0,27.3,4,6,0.5,0.3333333333333333
2023-11-11,233,193,W,41,14,1,0,33.2,8,2,1.0,0.6
2023-11-11,197,201,W,45,17,0,0,32.6,5,5,0.6,0.4
2023-11-11,201,197,L,17,45,1,0,29.8,3,7,0.4,0.2
2023-11-11,202,240,L,20,23,0,0,23.6,3,7,0.4,0.2
2023-11-11,240,202,W,23,20,1,0,18.5,3,7,0.6,0.0
2023-11-11,204,225,L,20,38,1,0,15.2,0,10,0.0,0.0
2023-11-11,225,204,W,38,20,0,0,28.545454545454547,8,3,1.0,0.5714285714285714
2023-11-11,206,214,L,26,29,1,0,28.9,4,6,0.5,0.25
2023-11-11,214,206,W,29,26,0,0,33.8,9,1,1.0,0.8
2023-11-11,218,257,L,3,11,1,0,8.7,0,10,0.0,0.0
2023-11-11,257,218,W,11,3,0,0,13.3,1,9,0.0,0.1666666666666666
2023-11-11,220,242,L,10,33,0,0,23.3,4,6,0.0,0.6666666666666666
2023-11-11,242,220,W,33,10,1,0,32.3,8,2,1.0,0.6
2023-11-11,221,230,W,45,14,0,0,29.0,8,2,0.8,0.8
2023-11-11,230,221,L,14,45,1,0,18.4,2,8,0.3333333333333333,0.0
2023-11-11,222,223,W,24,22,1,0,28.2,9,1,0.8333333333333334,1.0
2023-11-11,223,222,L,22,24,0,0,22.4,3,7,0.4,0.2
2023-11-11,238,247,L,28,35,0,0,25.3,7,3,0.8333333333333334,0.5
2023-11-11,247,238,W,35,28,1,0,41.0,10,0,1.0,1.0
2023-11-12,7,215,L,10,44,0,1,21.8,6,4,0.8,0.4
2023-11-12,215,7,W,44,10,1,1,25.4,3,7,0.5,0.1666666666666666
2023-11-14,3,57,L,27,30,0,0,16.454545454545453,2,9,0.5,0.0
2023-11-14,57,3,W,30,27,1,0,20.0,5,6,0.8333333333333334,0.0
2023-11-14,22,219,L,31,32,1,0,25.63636363636364,6,5,0.6,0.5
2023-11-14,219,22,W,32,31,0,0,35.54545454545455,10,1,1.0,0.8
2023-11-14,152,254,W,24,0,1,0,24.181818181818183,5,6,0.5,0.4
2023-11-14,254,152,L,0,24,0,0,24.90909090909091,4,7,0.75,0.1428571428571428
2023-11-15,26,118,L,10,23,0,0,21.818181818181817,3,8,0.2,0.3333333333333333
2023-11-15,118,26,W,23,10,1,0,28.181818181818183,9,2,0.8,0.8333333333333334
2023-11-15,33,157,L,20,34,0,0,23.727272727272727,5,6,1.0,0.1428571428571428
2023-11-15,157,33,W,34,20,1,0,22.727272727272727,8,3,0.8333333333333334,0.6
2023-11-16,4,125,W,30,21,1,0,29.63636363636364,5,6,0.8,0.1666666666666666
2023-11-16,125,4,L,21,30,0,0,12.0,1,10,0.25,0.0
2023-11-16,21,167,L,16,24,0,0,25.454545454545453,6,5,0.5,0.6
2023-11-16,167,21,W,24,16,1,0,20.272727272727277,3,8,0.5,0.0
2023-11-16,141,178,W,21,16,0,0,24.272727272727277,7,4,0.6,0.6666666666666666
2023-11-16,178,141,L,16,21,1,0,25.272727272727277,3,8,0.2,0.3333333333333333
2023-11-17,41,248,L,14,56,0,0,29.181818181818183,4,7,0.3333333333333333,0.4
2023-11-17,248,41,W,56,14,1,0,32.63636363636363,5,6,0.6666666666666666,0.2
2023-11-17,192,235,L,21,49,0,0,29.272727272727277,5,6,0.6,0.3333333333333333
2023-11-17,235,192,W,49,21,1,0,33.09090909090909,8,3,0.8333333333333334,0.6
2023-11-18,1,212,L,10,38,0,0,26.0,5,6,0.6,0.3333333333333333
2023-11-18,212,1,W,38,10,1,0,34.54545454545455,7,4,0.8571428571428571,0.25
2023-11-18,2,231,L,27,31,1,0,28.363636363636363,8,3,0.8,0.6666666666666666
2023-11-18,231,2,W,31,27,0,0,35.90909090909091,9,2,1.0,0.6666666666666666
2023-11-18,5,36,W,66,10,1,0,36.54545454545455,10,1,0.8571428571428571,1.0
2023-11-18,36,5,L,10,66,0,1,29.63636363636364,7,4,0.6,0.6666666666666666
2023-11-18,6,169,L,14,21,0,0,18.6,6,4,0.5,0.6666666666666666
2023-11-18,169,6,W,21,14,1,0,20.0,6,5,0.75,0.4285714285714285
2023-11-18,7,91,W,28,24,0,1,22.363636363636363,7,4,0.8,0.5
2023-11-18,91,7,L,24,28,1,1,27.272727272727277,7,4,0.5,0.7142857142857143
2023-11-18,8,93,W,26,23,0,0,34.0,7,4,0.8,0.5
2023-11-18,93,8,L,23,26,1,0,33.27272727272727,10,1,0.8333333333333334,1.0
2023-11-18,9,163,L,13,49,1,0,17.272727272727273,3,8,0.2857142857142857,0.25
2023-11-18,163,9,W,49,13,0,0,46.54545454545455,10,1,1.0,0.8
2023-11-18,10,238,W,42,18,1,0,32.09090909090909,8,3,0.8333333333333334,0.6
2023-11-18,238,10,L,18,42,0,0,24.63636363636364,7,4,0.8333333333333334,0.4
2023-11-18,11,63,W,44,20,1,0,27.727272727272727,4,7,0.5,0.2
2023-11-18,63,11,L,20,44,0,0,19.363636363636363,4,7,0.4,0.3333333333333333
2023-11-18,12,216,W,77,31,1,0,28.363636363636363,6,5,0.6666666666666666,0.4
2023-11-18,216,12,L,31,77,0,0,34.54545454545455,6,5,0.8,0.3333333333333333
2023-11-18,13,215,W,35,34,0,0,15.181818181818182,2,9,0.2,0.1666666666666666
2023-11-18,215,13,L,34,35,1,1,26.181818181818183,3,8,0.4,0.1666666666666666
2023-11-18,14,140,L,10,31,1,0,27.545454545454547,6,5,0.5,0.6
2023-11-18,140,14,W,31,10,0,0,28.916666666666668,9,3,0.8,0.7142857142857143
2023-11-18,15,31,W,14,12,1,0,35.27272727272727,9,2,1.0,0.6666666666666666
2023-11-18,31,15,L,12,14,0,0,31.454545454545453,7,4,0.8333333333333334,0.4
2023-11-18,16,159,L,24,31,1,0,22.09090909090909,5,6,0.6666666666666666,0.2
2023-11-18,159,16,W,31,24,0,0,40.81818181818182,9,2,1.0,0.6666666666666666
2023-11-18,17,97,W,34,3,1,0,18.545454545454547,4,7,0.6,0.1666666666666666
2023-11-18,97,17,L,3,34,0,0,13.545454545454543,1,10,0.25,0.0
2023-11-18,18,206,L,17,42,0,0,22.363636363636363,3,8,0.1428571428571428,0.5
2023-11-18,206,18,W,42,17,1,0,30.09090909090909,5,6,0.5714285714285714,0.25
2023-11-18,19,60,L,7,24,0,0,18.454545454545453,3,8,0.75,0.0
2023-11-18,60,19,W,24,7,0,0,30.272727272727277,10,1,1.0,0.8571428571428571
2023-11-18,20,236,W,45,10,0,0,32.45454545454545,6,5,0.8,0.3333333333333333
2023-11-18,236,20,L,10,45,1,0,33.18181818181818,5,6,0.5,0.4
2023-11-18,23,45,L,13,38,1,0,25.5,5,5,0.4,0.6
2023-11-18,45,23,W,38,13,0,0,23.2,6,4,0.8,0.4
2023-11-18,24,193,W,45,21,1,0,31.181818181818183,6,5,0.6,0.5
2023-11-18,193,24,L,21,45,0,0,26.727272727272727,4,7,0.5,0.2857142857142857
2023-11-18,25,110,W,38,21,0,0,26.181818181818183,4,7,0.2,0.5
2023-11-18,110,25,L,21,38,1,0,17.363636363636363,4,7,0.4,0.3333333333333333
2023-11-18,27,50,L,9,13,1,1,28.90909090909091,7,4,0.6666666666666666,0.6
2023-11-18,50,27,W,13,9,0,0,20.272727272727277,8,3,0.8,0.6666666666666666
2023-11-18,28,249,L,21,48,1,0,20.545454545454547,3,8,0.5,0.0
2023-11-18,249,28,W,48,21,0,0,24.09090909090909,6,5,0.4,0.6666666666666666
2023-11-18,29,200,W,27,15,0,0,31.454545454545453,5,6,0.5,0.4
2023-11-18,200,29,L,15,27,1,0,20.363636363636363,3,8,0.0,0.6
2023-11-18,30,144,W,28,14,0,0,28.727272727272727,5,6,0.25,0.5714285714285714
2023-11-18,144,30,L,14,28,1,0,16.09090909090909,1,10,0.0,0.1666666666666666
2023-11-18,32,198,L,14,49,1,0,25.181818181818183,3,8,0.4,0.1666666666666666
2023-11-18,198,32,W,49,14,0,1,27.2,4,6,0.5,0.3333333333333333
2023-11-18,34,68,L,10,34,0,0,16.0,4,7,0.6666666666666666,0.0
2023-11-18,68,34,W,34,10,1,0,28.63636363636364,7,4,1.0,0.3333333333333333
2023-11-18,35,174,L,7,28,1,0,17.818181818181817,3,8,0.1666666666666666,0.4
2023-11-18,174,35,W,28,7,0,0,30.818181818181817,5,6,0.5,0.4
2023-11-18,37,250,L,21,42,0,0,24.818181818181817,3,8,0.1666666666666666,0.4
2023-11-18,250,37,W,42,21,1,0,31.363636363636363,7,4,0.8333333333333334,0.4
2023-11-18,38,146,W,31,20,1,0,30.363636363636363,7,4,0.8571428571428571,0.25
2023-11-18,146,38,L,20,31,0,0,38.09090909090909,8,3,0.8571428571428571,0.5
2023-11-18,40,65,W,21,14,1,0,22.818181818181817,6,5,0.6,0.5
2023-11-18,65,40,L,14,21,0,0,30.454545454545453,6,5,0.8,0.3333333333333333
2023-11-18,42,137,W,30,20,1,0,26.272727272727277,5,6,0.6666666666666666,0.2
2023-11-18,137,42,L,20,30,0,0,18.363636363636363,2,9,0.2,0.1666666666666666
2023-11-18,43,44,W,29,14,0,0,15.6,3,7,0.4,0.2
2023-11-18,44,43,L,14,29,1,0,18.2,3,7,0.2,0.4
2023-11-18,46,47,L,14,45,1,0,40.0,7,4,0.6666666666666666,0.6
2023-11-18,47,46,W,45,14,0,0,24.90909090909091,4,7,0.5,0.2
2023-11-18,48,242,L,7,35,1,0,32.36363636363637,8,3,0.6666666666666666,0.8
2023-11-18,242,48,W,35,7,0,0,32.54545454545455,9,2,1.0,0.6666666666666666
2023-11-18,49,145,L,14,55,0,0,18.0,1,10,0.2,0.0
2023-11-18,145,49,W,55,14,1,0,36.63636363636363,9,2,1.0,0.6666666666666666
2023-11-18,51,243,L,27,30,0,0,27.545454545454547,6,5,0.8333333333333334,0.2
2023-11-18,243,51,W,30,27,1,0,23.818181818181817,3,8,0.4,0.1666666666666666
2023-11-18,52,117,W,26,14,0,0,28.90909090909091,7,4,0.75,0.5714285714285714
2023-11-18,117,52,L,14,26,1,0,26.818181818181817,5,6,0.75,0.2857142857142857
2023-11-18,53,135,L,0,10,0,0,16.454545454545453,2,9,0.2,0.1666666666666666
2023-11-18,135,53,W,10,0,1,0,18.7,5,5,0.6666666666666666,0.25
2023-11-18,54,218,W,35,23,1,0,18.181818181818183,3,8,0.6,0.0
2023-11-18,218,54,L,23,35,0,0,10.0,0,11,0.0,0.0
2023-11-18,55,176,W,28,14,0,0,23.63636363636364,8,3,0.8,0.6666666666666666
2023-11-18,176,55,L,14,28,1,0,20.363636363636363,4,7,0.5,0.2
2023-11-18,56,201,W,36,24,1,0,29.454545454545453,5,6,0.6,0.3333333333333333
2023-11-18,201,56,L,24,36,0,0,29.272727272727277,3,8,0.4,0.1666666666666666
2023-11-18,58,150,L,42,49,1,0,32.27272727272727,4,7,0.6,0.1666666666666666
2023-11-18,150,58,W,49,42,0,0,27.545454545454547,5,6,0.6,0.3333333333333333
2023-11-18,59,75,W,51,14,1,0,24.727272727272727,6,5,0.8,0.3333333333333333
2023-11-18,75,59,L,14,51,0,0,23.272727272727277,5,6,0.2,0.6666666666666666
2023-11-18,61,222,L,8,24,1,0,24.0,4,7,0.3333333333333333,0.4
2023-11-18,222,61,W,24,8,0,0,27.818181818181817,10,1,0.8333333333333334,1.0
2023-11-18,62,127,L,31,33,0,0,29.63636363636364,5,6,0.8,0.1666666666666666
2023-11-18,127,62,W,33,31,1,0,32.81818181818182,9,2,0.8571428571428571,0.75
2023-11-18,64,143,W,58,13,1,0,40.09090909090909,11,0,1.0,1.0
2023-11-18,143,64,L,13,58,0,1,22.90909090909091,3,8,0.4,0.1666666666666666
2023-11-18,66,139,L,17,25,1,0,31.0,8,3,0.8333333333333334,0.6
2023-11-18,139,66,W,25,17,0,0,26.0,4,7,0.4,0.3333333333333333
2023-11-18,67,257,L,13,19,0,0,27.454545454545453,9,2,1.0,0.6666666666666666
2023-11-18,257,67,W,19,13,1,0,13.818181818181818,2,9,0.2,0.1666666666666666
2023-11-18,69,78,L,10,31,0,0,25.727272727272727,5,6,0.5,0.4
2023-11-18,78,69,W,31,10,1,0,36.90909090909091,7,4,0.75,0.5714285714285714
2023-11-18,70,211,W,38,10,0,0,40.36363636363637,11,0,1.0,1.0
2023-11-18,211,70,L,10,38,1,0,30.0,7,4,0.8333333333333334,0.4
2023-11-18,71,161,L,17,20,1,0,31.272727272727277,6,5,0.8333333333333334,0.2
2023-11-18,161,71,W,20,17,0,0,22.727272727272727,5,6,0.6,0.3333333333333333
2023-11-18,72,99,L,14,56,0,0,25.90909090909091,6,5,0.5,0.6
2023-11-18,99,72,W,56,14,1,0,46.81818181818182,8,3,1.0,0.4
2023-11-18,73,205,W,31,22,1,0,31.90909090909091,6,5,0.6,0.5
2023-11-18,205,73,L,22,31,0,0,24.63636363636364,5,6,0.6,0.3333333333333333
2023-11-18,76,259,L,18,23,0,0,31.8,8,2,1.0,0.5
2023-11-18,259,76,W,23,18,1,0,29.9,7,3,0.5714285714285714,1.0
2023-11-18,77,258,L,9,42,0,0,20.916666666666668,4,8,0.5,0.1666666666666666
2023-11-18,258,77,W,42,9,1,0,24.63636363636364,7,4,1.0,0.0
2023-11-18,79,86,L,24,45,1,0,23.727272727272727,6,5,0.6,0.5
2023-11-18,86,79,W,45,24,0,0,30.545454545454547,9,2,0.8,0.8333333333333334
2023-11-18,80,160,L,30,43,1,0,24.63636363636364,4,7,0.4285714285714285,0.25
2023-11-18,160,80,W,43,30,0,0,29.272727272727277,8,3,0.8333333333333334,0.6
2023-11-18,81,132,W,14,7,1,0,28.727272727272727,6,5,1.0,0.2857142857142857
2023-11-18,132,81,L,7,14,0,0,16.1,4,6,0.25,0.5
2023-11-18,82,83,L,21,63,0,0,25.454545454545453,3,8,0.4,0.1666666666666666
2023-11-18,83,82,W,63,21,1,0,34.36363636363637,8,3,0.75,0.7142857142857143
2023-11-18,84,89,L,13,15,0,0,22.818181818181817,5,6,0.5,0.4
2023-11-18,89,84,W,15,13,1,0,18.454545454545453,9,2,0.8571428571428571,0.75
2023-11-18,85,147,L,21,22,0,0,32.81818181818182,6,5,0.6666666666666666,0.4
2023-11-18,147,85,W,22,21,1,0,31.09090909090909,7,4,1.0,0.2
2023-11-18,87,120,L,21,24,1,0,21.363636363636363,3,8,0.5,0.0
2023-11-18,120,87,W,24,21,0,0,17.363636363636363,4,7,0.5,0.2
2023-11-18,88,194,L,9,38,0,0,13.454545454545457,1,10,0.2,0.0
2023-11-18,194,88,W,38,9,1,0,25.454545454545453,7,4,0.6,0.6666666666666666
2023-11-18,90,214,L,16,26,1,0,24.818181818181817,6,5,0.5,0.6
2023-11-18,214,90,W,26,16,0,0,33.09090909090909,10,1,1.0,0.8333333333333334
2023-11-18,92,107,W,56,17,1,1,31.0,8,3,0.8333333333333334,0.6
2023-11-18,107,92,L,17,56,0,0,25.916666666666668,3,9,0.3333333333333333,0.1666666666666666
2023-11-18,94,95,L,27,31,1,0,32.18181818181818,7,4,0.7142857142857143,0.5
2023-11-18,95,94,W,31,27,0,0,38.09090909090909,8,3,1.0,0.4
2023-11-18,98,188,L,14,17,0,0,27.727272727272727,6,5,0.5714285714285714,0.5
2023-11-18,188,98,W,17,14,1,0,27.727272727272727,5,6,0.8333333333333334,0.0
2023-11-18,100,102,W,49,21,0,0,29.63636363636364,9,2,0.8,0.8333333333333334
2023-11-18,102,100,L,21,49,1,0,18.454545454545453,2,9,0.0,0.3333333333333333
2023-11-18,101,114,W,52,27,1,0,25.181818181818183,6,5,0.6666666666666666,0.4
2023-11-18,114,101,L,27,52,0,0,17.363636363636363,1,10,0.2,0.0
2023-11-18,103,113,W,49,25,1,0,39.90909090909091,11,0,1.0,1.0
2023-11-18,113,103,L,25,49,0,1,23.63636363636364,3,8,0.2,0.3333333333333333
2023-11-18,105,203,L,23,40,0,0,19.63636363636364,4,7,0.5,0.2857142857142857
2023-11-18,203,105,W,40,23,1,0,22.9,5,5,0.5,0.5
2023-11-18,106,221,L,24,31,0,0,30.454545454545453,5,6,0.6,0.3333333333333333
2023-11-18,221,106,W,31,24,1,0,29.181818181818183,9,2,0.8333333333333334,0.8
2023-11-18,108,119,W,38,31,0,0,33.18181818181818,10,1,1.0,0.8
2023-11-18,119,108,L,31,38,1,0,30.90909090909091,6,5,0.7142857142857143,0.25
2023-11-18,109,138,L,25,44,0,1,23.545454545454547,2,9,0.4,0.0
2023-11-18,138,109,W,44,25,1,0,37.45454545454545,6,5,0.6,0.5
2023-11-18,111,187,L,0,28,0,0,22.181818181818183,5,6,0.8,0.1666666666666666
2023-11-18,187,111,W,28,0,1,0,29.727272727272727,6,5,0.6666666666666666,0.4
2023-11-18,112,121,L,24,31,1,0,28.454545454545453,6,5,0.5714285714285714,0.5
2023-11-18,121,112,W,31,24,0,0,38.27272727272727,11,0,1.0,1.0
2023-11-18,115,179,L,34,38,1,0,39.18181818181818,8,3,0.6666666666666666,0.8
2023-11-18,179,115,W,38,34,0,0,40.27272727272727,9,2,1.0,0.6666666666666666
2023-11-18,122,234,W,34,30,1,0,24.63636363636364,4,7,0.6666666666666666,0.0
2023-11-18,234,122,L,30,34,0,1,19.181818181818183,3,8,0.2,0.3333333333333333
2023-11-18,123,158,L,3,37,0,0,20.727272727272727,5,6,0.6666666666666666,0.2
2023-11-18,158,123,W,37,3,1,0,33.63636363636363,11,0,1.0,1.0
2023-11-18,124,196,W,41,20,1,0,23.181818181818183,5,6,0.5714285714285714,0.25
2023-11-18,196,124,L,20,41,0,0,23.727272727272727,3,8,0.4,0.1666666666666666
2023-11-18,126,191,L,17,35,0,0,29.818181818181817,4,7,0.6,0.1666666666666666
2023-11-18,191,126,W,35,17,1,0,37.63636363636363,11,0,1.0,1.0
2023-11-18,128,225,L,0,41,0,0,32.45454545454545,4,7,0.6,0.1666666666666666
2023-11-18,225,128,W,41,0,1,0,29.58333333333333,9,3,1.0,0.5714285714285714
2023-11-18,129,130,W,37,7,1,0,30.545454545454547,10,1,1.0,0.8
2023-11-18,130,129,L,7,37,0,0,40.45454545454545,8,3,1.0,0.4
2023-11-18,131,170,L,27,31,0,0,22.09090909090909,4,7,0.6,0.1666666666666666
2023-11-18,170,131,W,31,27,1,0,21.63636363636364,4,7,0.4,0.3333333333333333
2023-11-18,133,260,L,17,34,1,0,16.636363636363637,2,9,0.4,0.0
2023-11-18,260,133,W,34,17,0,0,31.63636363636364,7,4,0.8333333333333334,0.4
2023-11-18,134,244,W,35,28,0,0,25.727272727272727,8,3,0.6666666666666666,0.8
2023-11-18,244,134,L,28,35,1,0,26.181818181818183,5,6,0.6666666666666666,0.2
2023-11-18,136,256,L,17,24,0,0,18.727272727272727,5,6,0.6666666666666666,0.2
2023-11-18,256,136,W,24,17,1,0,22.363636363636363,6,5,0.5714285714285714,0.5
2023-11-18,142,189,L,17,44,1,0,24.0,3,8,0.0,0.4285714285714285
2023-11-18,189,142,W,44,17,0,0,24.363636363636363,5,6,0.6,0.3333333333333333
2023-11-18,148,153,W,48,27,0,0,36.09090909090909,8,3,0.8333333333333334,0.6
2023-11-18,153,148,L,27,48,1,0,26.181818181818183,6,5,0.6,0.5
2023-11-18,149,223,W,35,28,0,0,33.54545454545455,4,7,0.4,0.3333333333333333
2023-11-18,223,149,L,28,35,1,0,22.90909090909091,3,8,0.3333333333333333,0.2
2023-11-18,151,168,L,23,27,1,0,14.0,0,11,0.0,0.0
2023-11-18,168,151,W,27,23,0,0,33.81818181818182,5,6,0.6,0.3333333333333333
2023-11-18,154,213,L,0,0,1,0,7.636363636363637,0,11,0.0,0.0
2023-11-18,213,154,W,0,0,0,0,14.454545454545457,2,9,0.25,0.1428571428571428
2023-11-18,155,172,W,23,15,1,0,20.727272727272727,6,5,0.8333333333333334,0.2
2023-11-18,172,155,L,15,23,0,0,22.90909090909091,3,8,0.3333333333333333,0.2
2023-11-18,156,246,W,45,7,1,1,37.54545454545455,8,3,0.8333333333333334,0.6
2023-11-18,246,156,L,7,45,0,0,19.272727272727277,4,7,0.5,0.2
2023-11-18,162,230,W,35,3,1,0,36.45454545454545,9,2,1.0,0.5
2023-11-18,230,162,L,3,35,0,0,17.0,2,9,0.3333333333333333,0.0
2023-11-18,164,247,L,20,22,1,0,36.27272727272727,8,3,0.8333333333333334,0.6
2023-11-18,247,164,W,22,20,0,0,39.27272727272727,11,0,1.0,1.0
2023-11-18,165,177,W,27,6,1,0,36.72727272727273,9,2,0.8571428571428571,0.75
2023-11-18,177,165,L,6,27,0,0,22.454545454545453,6,5,0.8333333333333334,0.2
2023-11-18,166,171,L,24,31,1,0,26.2,6,4,0.4,0.8
2023-11-18,171,166,W,31,24,0,0,19.7,5,5,0.4,0.6
